"cnpj","dataReferencia","codigoCVM","codigoCVM2","codigoCVMsemDigito","dataConstituicao","nomeEmpresarial","especieControleAcionario","mesEncerraExercSocial","setorCVM","descricaoAtividade"
"31.001.230/0001-07",2023-01-01,24597,"24597","2459","2018-06-26","CELEO REDES TRANSMISSÃO DE ENERGIA S.A.","Privado Holding",12,"Emp. Adm. Part. - Energia Elétrica","Holding"
"31.468.139/0001-98",2022-01-01,24643,"24643","2464","2018-08-01","CASA DE PEDRA SECURITIZADORA DE CREDITO S/A","Privado",12,"Securitização de Recebíveis","AQUISIÇÃO E SECURITIZAÇÃO DE CREDITOS IMOBILIARIOS E DO AGRONEGOCIO. DISTRIBUIÇÃO DE CRI E CRA ATE O LIMITE DE R$ 100.000.000,00"
"31.907.982/0001-23",2022-01-01,24732,"24732","2473","2018-08-22","FILADÉLFIA SECURITIZADORA S/A","Privado",12,"Securitização de Recebíveis",""
"31.553.627/0001-01",2023-01-01,25461,"25461","2546","2018-08-22","MOBLY S.A.","Estrangeiro",12,"Comércio (Atacado e Varejo)","Intermediação, importação, exportação e comércio varejista de móveis e artigos domésticos em geral serviços de montagem comércio varejista de materiais de construção em geral e outros."
"31.594.055/0001-09",2020-01-01,24651,"24651","2465","2018-09-12","CONTAGEM SECURITIZADORA DE CRÉDITOS S.A.","Privado",12,"Securitização de Recebíveis",""
"31.910.308/0001-06",2019-01-01,24678,"24678","2467","2018-10-01","SLOT URBANISMO S/A","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Incorporação de empreendimentos imobiliários, residenciais ou não, provendo recursos financeiros, técnicos e materiais para a sua execução e posterior venda."
"31.701.408/0001-14",2022-01-01,25810,"25810","2581","2018-10-05","Athena Saúde Brasil SA","Privado Holding",12,"Emp. Adm. Part. - Serviços médicos","Gestão de participações societárias e a participação em sociedades dos setores de assistência médica, saúde suplementar e outros, bem como administração de bens próprios, no País ou no exterior."
"31.748.174/0001-60",2023-01-01,26409,"26409","2640","2018-10-11","Vero S.A.","Privado",12,"Telecomunicações","A Companhia tem por objeto a prestação de serviços de telecomunicações e internet em geral, entre outras atividades correlatas."
"32.372.085/0001-25",2022-01-01,24724,"24724","2472","2018-11-14","COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.","Privado",12,"Securitização de Recebíveis",""
"32.021.201/0001-61",2023-01-01,27227,"27227","2722","2018-11-14","ORIGEM ENERGIA S.A.","Privado",12,"Petróleo e Gás","Extração, exploração, produção, processamento e comercialização de petróleo e gás natural prestação de serv. apoio à extração de petróleo e gás natural geração e comercialização de energia elétrica."
"32.161.500/0001-00",2023-01-01,25356,"25356","2535","2018-11-21","Concessionária das Rodovias Integradas do Sul S.A.","Privado",12,"Emp. Adm. Part. - Serviços Transporte e Logística",""
"32.431.519/0001-10",2023-01-01,27332,"27332","2733","2019-01-09","HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.","",12,"Energia Elétrica","Geração de energia por fonte solar fotovoltaica e participação em determinadas sociedades também geradoras de energia fotovoltaica por fonte solar."
"32.785.497/0001-97",2023-01-01,24783,"24783","2478","2019-01-21","Natura &Co Holding S.A.","Privado",12,"Farmacêutico e Higiene","Gestão de participações societárias em sociedades que desenvolvam suas atividades principais no ramo de beleza."
"32.770.457/0001-71",2022-01-01,25020,"25020","2502","2019-01-29","CIA. SECURITIZADORA DE CREDITOS FINANCEIROS VERT-GYRA","Privado",12,"Securitização de Recebíveis","Aquisição e securitização de créd. financeiros de opera. de empréstimos originados pela Nexoos do Brasil Tecnologia e Serviços Ltda. e grupo economico, enquadradas nos termos da Res. CMN nº 2.686/00."
"32.803.503/0001-91",2021-01-01,26131,"26131","2613","2019-02-08","ENTALPIA PARTICIPAÇÕES S.A.","Privado",12,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças","Participação no capital social de sociedades que desenvolvam suas atividades principais no ramo de soluções de eficiência energética e armazenamento de energia."
"33.679.797/0001-54",2022-01-01,24791,"24791","2479","2019-04-12","PJBANK SECURITIZADORA S.A.","Privado",12,"Securitização de Recebíveis",""
"33.572.408/0001-97",2023-01-01,26484,"26484","2648","2019-05-09","RUMO MALHA CENTRAL S.A.","Privado",12,"Serviços Transporte e Logística","Prestação do serviço público de transporte ferroviário de cargas associado à exploração da infraestrutura da malha ferroviária situada entre Porto Nacional/TO e Estrela d´Oeste/SP."
"33.839.910/0001-11",2023-01-01,24805,"24805","2480","2019-05-23","Vivara Participações S.A.","Privado",12,"Comércio (Atacado e Varejo)","Participação em outras sociedades, na qualidade de quotistas, ou acionistas holding de instituições não-financeiras e agente de propriedade intelectual."
"34.591.574/0001-01",2021-01-01,24856,"24856","2485","2019-07-01","UP ENGENHARIA E URBANISMO S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Incorporação de empreendimentos imobiliários, residenciais ou não provendo recursos financeiros, técnicos e materiais para a sua execução e posterior venda."
"34.469.625/0001-19",2022-01-01,25267,"25267","2526","2019-07-22","Companhia Securitizadora de Créditos Financeiros VERT-Provi","Privado",12,"Securitização de Recebíveis","Aquisição e securitização de créditos financeiros de operações de empréstimo originados pela Provi Soluções e Serviços Ltda.."
"35.082.277/0001-95",2022-01-01,24970,"24970","2497","2019-08-26","BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A","Privado",12,"Securitização de Recebíveis","Securitização de recebíveis imobiliários"
"35.522.178/0001-87",2023-01-01,26107,"26107","2610","2019-09-16","CIA SECURITIZADORA DE CRED. FIN. CARTÕES CONSIGNADOS II","Privado",12,"Securitização de Recebíveis",""
"35.522.281/0001-27",2022-01-01,26263,"26263","2626","2019-10-04","Companhia Securitizadora de Créditos Financeiros VERT-Virtus","Privado",12,"Securitização de Recebíveis",""
"35.593.905/0001-05",2023-01-01,26581,"26581","2658","2019-10-14","CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.","Privado",12,"Serviços Transporte e Logística","A realização, sob regime de concessão, da prestação de serviços públicos, conforme Edital de Concessão 01/2019, da Agência Nacional de Transportes Terrestres (ANTT)."
"35.502.310/0001-99",2021-01-01,25739,"25739","2573","2019-10-25","CS Brasil Participações e Locações S.A.","Privado",12,"Serviços Transporte e Logística",""
"35.727.157/0001-06",2023-01-01,25380,"25380","2538","2019-11-06","EZ INC Incorporações Comerciais S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Aquisição, incorporação imobiliária, loteamento e comercialização de empreendimentos imobiliários predominantemente comerciais, logísticos, industriais e híbridos"
"35.822.503/0001-27",2023-01-01,27251,"27251","2725","2019-12-11","Inspirali Educação S.A.","Privado",12,"Educação","Administração de instituições de ensino de 3º e 4º graus, educação profissional atividades de treinamento, pesquisas, consultorias e assessorias cursos de extensão e à distância."
"36.243.187/0001-00",2022-01-01,25054,"25054","2505","2019-12-13","True Companhia Securitizadora de Créditos Financeiros II","Privado",12,"Securitização de Recebíveis","Aquisição e securitização de créditos exclusivamente oriundos de operações praticadas por bancos múltiplos, bancos comerciais, bancos de investimentos, sociedades de créditos imobiliários, etc"
"35.980.592/0001-30",2023-01-01,26948,"26948","2694","2020-01-13","Elea Digital Infraestrutura e Redes de Telecomunicações S.A.","Privado",12,"Comunicação e Informática","Infraestrutura de telecomunicações, com desenvolvimento, construção e operação de redes, fornecimento de serviços, locação e manutenção de equipamentos, locação de espaço físico, hospedagem web."
"36.146.575/0001-64",2023-01-01,26875,"26875","2687","2020-01-27","Eixo SP Concessionária de Rodovias S.A.","Privado",12,"Serviços Transporte e Logística","Operação e exploração de concessão de serviço público referente a sistema rodoviário."
"36.729.398/0001-49",2022-01-01,26018,"26018","2601","2020-01-30","CIA. SEC. DE CRÉDITOS FINANCEIROS VERT-PROVI II","Privado",12,"Securitização de Recebíveis","Aquisição e securitização de créditos financeiros de operações de empréstimos originados pela Provi Soluções e Serviços Ltda."
"36.763.716/0001-98",2023-01-01,26859,"26859","2685","2020-03-11","Concessionária Catarinense de Rodovias S.A.","Privado",12,"Emp. Adm. Part. - Serviços Transporte e Logística",""
"37.663.076/0001-07",2023-01-01,25640,"25640","2564","2020-03-20","AES BRASIL ENERGIA S.A.","Privado Holding",12,"Energia Elétrica","HOLDING DE INSTITUIÇÕES NÃO FINANCEIRAS"
"37.592.100/0001-64",2022-01-01,25151,"25151","2515","2020-04-13","MISSISSIPI SECURITIZADORA S/A","Privado",12,"Securitização de Recebíveis",""
"37.368.315/0001-04",2022-01-01,25593,"25593","2559","2020-05-15","COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS - VERT 5","Privado",12,"Securitização de Recebíveis",""
"38.543.489/0001-10",2023-01-01,26930,"26930","2693","2020-06-22","Amazone Fun Parks S.A.","Estrangeiro Holding",12,"Hospedagem e Turismo","Reservas e serviços de turismo, hotéis, outras sociedades de participação, exceto holdings, consultoria em publicidade, agências de viagens, casas de festas e eventos e parques de diversões e temáti"
"38.042.694/0001-00",2023-01-01,25240,"25240","2524","2020-07-03","TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.","Privado",12,"Securitização de Recebíveis","A Companhia, dentre outras atividades, realiza a aquisição e a securitização de créditos, desde que enquadrados no artigo 1º da Resolução 2.686."
"37.702.340/0001-74",2023-01-01,26328,"26328","2632","2020-07-13","Monte Rodovias S.A.","Privado",12,"Emp. Adm. Part. - Serviços Transporte e Logística","A exploração, de negócios de concessão de obras e serviços públicos, especificamente a prestação de serviços de execução, gestão e fiscalização de atividades relacionadas à operação."
"38.307.135/0001-77",2023-01-01,80195,"80195","8019","2020-07-27","G2D Investments, Ltd.","Estrangeiro Holding",12,"Emp. Adm. Part. - Sem Setor Principal","Investimentos alternativos, principalmente em Venture Capital e Private Equity."
"38.126.888/0001-86",2023-01-01,26298,"26298","2629","2020-08-14","Rio Energy Participações S.A.","Privado",12,"Emp. Adm. Part. - Energia Elétrica","participação em sociedades na área de geração, comercialização, desenvolvimento de projetos, exploração de empreendimentos de geração de energia elétrica, atividades de projeto, engenharia,manutenção."
"38.482.780/0001-26",2023-01-01,26832,"26832","2683","2020-08-20","Anemus Wind Holding S.A.","Privado",12,"Energia Elétrica","Geração e comercialização de energia solar e eólica"
"38.199.406/0001-18",2023-01-01,25720,"25720","2572","2020-08-24","RIO ALTO ENERGIAS RENOVÁVEIS S.A.","Privado",12,"Energia Elétrica",""
"38.456.921/0001-36",2023-01-01,25747,"25747","2574","2020-09-15","INFRACOMMERCE CXAAS S.A.","Privado",12,"Comércio (Atacado e Varejo)","Soluções digitais integradas a partir de um white-label digital ecosystem para clientes liderarem suas jornadas de digitalização no go-to-market, levando uma experiência excepcional ao consumidor."
"39.393.829/0001-37",2021-01-01,25364,"25364","2536","2020-09-23","HLASA PARTICIPAÇÕES S.A.","Privado Holding",12,"Emp. Adm. Part. - Sem Setor Principal","A Companhia tem como objeto social investimentos em projetos no setor de infraestrutura, por meio da participação em outras sociedades, como quotista ou acionista, no país ou no exterior."
"40.593.395/0001-06",2023-01-01,26905,"26905","2690","2020-09-29","IFIN PARTICIPAÇÕES S.A.","Privado Holding",12,"Securitização de Recebíveis","A participação e investimento, de forma indireta, por meio de debêntures, em concessionárias de serviço público de saneamento básico."
"39.881.421/0001-04",2023-01-01,27154,"27154","2715","2020-10-13","Companhia Estadual de Geração de Energia Elétrica - CEEE-G","Privado",12,"Energia Elétrica","Geração de Energia Elétrica."
"39.580.673/0001-01",2023-01-01,26999,"26999","2699","2020-10-21","BRK Ambiental - Região Metropolitana de Maceió S.A.","Privado",12,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás","Explorar serviços públicos de abastecimento de água potável e esgotamento sanitário."
"40.446.476/0001-75",2021-01-01,26042,"26042","2604","2020-11-11","Playbanco Securitizadora S.A.","Privado",12,"Securitização de Recebíveis",""
"40.180.943/0001-68",2023-01-01,27308,"27308","2730","2020-12-01","REFINARIA DE MANAUS S.A.","Privado",12,"Petróleo e Gás","Refino, processamento, comercialização, distribuição, importação, exportação, transporte e armazenamento de petróleo e seus derivados, biocombustíveis e outras utilidades."
"40.760.921/0001-77",2022-01-01,25968,"25968","2596","2020-12-04","HUMAITA SECURITIZADORA S/A","Privado",12,"Securitização de Recebíveis",""
"40.159.947/0001-64",2023-01-01,25674,"25674","2567","2020-12-08","HMOBI Participações S.A.","Privado Holding",12,"Emp. Adm. Part. - Sem Setor Principal","A Companhia tem como objeto social a participação em outras sociedades, como quotista ou acionista, no país ou no exterior."
"40.337.136/0001-06",2023-01-01,26000,"26000","2600","2021-01-11","Terra Santa Propriedades Agrícolas S.A.","Privado",12,"Agricultura (Açúcar, Álcool e Cana)","Aquisição, administração e arrendamento de propriedades rurais com potencial de geração de valor por meio da valorização de terras e da receita de arrendamento das mesmas."
"40.480.481/0001-02",2022-01-01,27006,"27006","2700","2021-01-18","Rio Alto STL Holding I S.A.","Privado",12,"Emp. Adm. Part. - Energia Elétrica","Participação em outras sociedades, no Brasil ou o exterior, com atividade econômica de Holding de instituições não-financeiras e consultoria e desenvolvimento em projetos de geração de energia solar."
"40.997.635/0001-20",2023-01-01,26239,"26239","2623","2021-01-21","PORTO DE VITORIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC","Privado",12,"Securitização de Recebíveis","Aquisição e securitização de créditos, dentre outras atividades."
"40.885.785/0001-41",2022-01-01,26310,"26310","2631","2021-01-26","CIA. SECURITIZADORA DE CRED. FIN. VERT-UME","Privado",12,"Securitização de Recebíveis",""
"42.737.954/0001-21",2023-01-01,80217,"80217","8021","2021-01-26","Inter & Co, Inc.","Estrangeiro",12,"Bancos","Holding de instituições financeiras."
"41.508.382/0001-46",2023-01-01,26352,"26352","2635","2021-02-26","RODOVIAS DO BRASIL HOLDING S.A.","Privado Holding",12,"Emp. Adm. Part. - Serviços Transporte e Logística","A participação em outras sociedades, empresárias ou não empresárias, como acionista, sócia ou quotista, no Brasil ou no exterior."
"41.052.420/0001-07",2023-01-01,27014,"27014","2701","2021-03-02","Solar Bebidas S.A.","Privado",12,"Bebidas e Fumo","A produção, engarrafamento, distribuição, compra e venda, industrialização, comercialização, inclusive atacadista, e importação e exportação de produtos alimentícios e bebidas em geral, dentre outros."
