"cnpj","dataReferencia","codigoCVM","codigoCVM2","codigoCVMsemDigito","codB3","setorCVM","dataConstituicao","dataSituacaoRegistroCVM","nomeEmpresarial","especieControleAcionario","mesEncerraExercSocial","descricaoAtividade"
"24.955.657/0001-70",2017-01-01,"24031","24031","2403",NA,"Securitização de Recebíveis","2016-03-21","2016-10-04","TRIUNFO SECURITIZADORA DE ATIVOS S/A","Privado",12,"Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e do agronegócioemissão de valores mobiliariosprestação de serviços relacionados a atividade de securitização"
"24.717.074/0001-01",2017-01-01,"24023","24023","2402",NA,"Securitização de Recebíveis","2016-03-23","2016-10-04","TRÍPLICE SECURITIZADORA DE ATIVOS MERCANTIS S/A","Privado",12,"Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e do agronegócio emissão de valores mobiliários prestação de serviços relacionados a atividade de securitização."
"24.624.490/0001-65",2023-01-01,"24210","24210","2421",NA,"Energia Elétrica","2016-03-23","2017-09-22","ARGO TRANSMISSÃO DE ENERGIA S/A","Privado",12,"Implementação, operação e manutenção de linhas de transmissão de energia elétrica."
"24.624.551/0001-94",2023-01-01,"24120","24120","2412",NA,"Emp. Adm. Part. - Energia Elétrica","2016-03-23","2017-04-24","ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A","Privado",12,"Holdings de instituições não-financeiras."
"24.921.465/0001-43",2023-01-01,"26204","26204","2620",NA,"Brinquedos e Lazer","2016-04-05","2021-09-23","BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.","Privado",12,"Atividades de condicionamento físico"
"24.744.012/0001-99",2017-01-01,"24007","24007","2400",NA,"Emp. Adm. Part. - Sem Setor Principal","2016-04-15","2016-09-16","ZH OPERAÇÕES S.A.","Privado Holding",12,"A Companhia tem por objeto social a captação de recursos por meio da emissão de títulos e/ou valores mobiliários com o propósito de implantação de projeto de expansão da rede de lojas do Grupo Setah."
"24.990.777/0001-09",2023-01-01,"25186","25186","2518","GMAT","Emp. Adm. Part. - Comércio (Atacado e Varejo)","2016-05-02","2020-10-08","GRUPO MATEUS S.A.","Privado",12,"Holdings de instituições não financeiras, participação no capital de outras sociedades, na condição de acionista, sócia ou quotista, em caráter permanente ou temporário, como controladora ou coligada."
"25.005.683/0001-09",2021-01-01,"23990","23990","2399",NA,"Securitização de Recebíveis","2016-05-24","2016-08-25","VERT COMPANHIA SECURITIZADORA","Privado",12,"a aquisição e securitização de quaisquer direitos creditórios do agronegócio e de títulos e valores mobiliários lastreados em direitos de crédito do agronegócio e direitos de crédito imobiliários"
"25.249.439/0001-83",2023-01-01,"25771","25771","2577",NA,"Serviços médicos","2016-06-20","2021-04-28","Hospital Care Caledonia S.A.","Privado",12,"Atividades de consultoria em gestão empresarial e serviços combinados de escritório e apoio administrativo."
"26.072.786/0001-46",2023-01-01,"26816","26816","2681",NA,"Emp. Adm. Part. - Comunicação e Informática","2016-07-07","2022-05-30","Qestra Tecnologia Administração E Participações S.A.","Privado",12,"Participação em outras sociedades, nacionais ou estrangeiras, que atuem no setor de tecnologia ou que desenvolvam atividades afins, complementares ou de apoio às desenvolvidas pela Companhia."
"25.369.840/0001-57",2023-01-01,"26280","26280","2628","COMR","Energia Elétrica","2016-07-15","2021-10-08","COMERC PARTICIPAÇÕES S.A.","Privado",12,"Partic. em outras soc., nacionais ou estrangeiras, que atuem no setor de energia ou infraestrutura ou que desenvolvam ativ. afins, complem. ou de apoio às desenv. pela Cia. ou suas subsidiárias."
"26.173.550/0001-04",2018-01-01,"24198","24198","2419",NA,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","2016-09-15","2017-08-28","LGT HUB PARTICIPAÇÕES S.A.","Privado",12,"A companhia pretende exercer atividade de participação e administração em empresas da area da construção civil."
"26.345.998/0001-50",2023-01-01,"26077","26077","2607","TRAD","Comunicação e Informática","2016-09-15","2021-07-26","TC S.A.","Privado",12,"Desenvolvimento e gestão de plataformas para oferecer produtos e serviços para o mercado financeiro."
"26.735.020/0001-02",2022-01-01,"25488","25488","2548","POWE","Emp. Adm. Part. - Energia Elétrica","2016-09-22","2021-02-04","Focus Energia Holding Participações S.A.","Privado",12,""
"26.462.693/0001-28",2023-01-01,"25062","25062","2506","LAVV","Construção Civil, Mat. Constr. e Decoração","2016-09-28","2020-08-31","Lavvi Empreendimentos Imobiliários S.A.","Privado",12,"Incorporadora Imobiliária"
"26.664.057/0001-89",2023-01-01,"24341","24341","2434",NA,"Serviços Transporte e Logística","2016-10-04","2018-03-01","ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.","Privado",12,"Concessão Rodoviária"
"26.609.050/0001-64",2023-01-01,"24082","24082","2408",NA,"Securitização de Recebíveis","2016-10-27","2017-02-09","Travessia Securitizadora S.A.","Privado",12,"Securitização e distribuição de créditos, recebíveis imobiliários e recebíveis do setor de agronegócio"
"26.845.702/0001-60",2023-01-01,"24457","24457","2445",NA,"Energia Elétrica","2016-11-17","2018-06-14","Equatorial Transmissora 7 SPE S.A.","Privado",12,"Explorar e operar a concessão de serviço público de transmissão de energia elétrica para construção, montagem e manutenção de instalações de transmissão."
"26.643.756/0001-42",2018-01-01,"24449","24449","2444",NA,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças","2016-12-01","2018-06-06","Usinagem Edlyn Participações S.A.","Privado",12,"Participação em outras sociedades, especialmente naquelas que atuem no desenvolvimento, comercialização e execução de serviços de usinagem e e ferramentaria em produtos metálicos e não metálicos."
"26.659.061/0001-59",2023-01-01,"25445","25445","2544","ESPA","Serviços médicos","2016-12-05","2021-01-28","MPM Corpóreos S.A.","Privado",12,"Participação como sócia de sociedades empresárias que desenvolvam atividades de depilação, estética facial, capilar e corporal e a comercialização de produtos cosméticos e de cuidados corporais."
"26.982.634/0001-80",2023-01-01,"27197","27197","2719",NA,"Serviços Transporte e Logística","2016-12-26","2023-05-11","Turbi Compartilhamento de Veículos S.A.","Privado",12,"Compartilhamento e aluguel de automóveis sem condutor Intermediação na venda de veículos automotores Comércio a varejo de peças e acessórios usados para veículos automotores"
"27.092.587/0001-62",2018-01-01,"24325","24325","2432",NA,"Securitização de Recebíveis","2017-01-17","2018-01-17","EDAFO SECURITIZADORA S/A","Privado",12,"Aquisição e securitização de quaisquer direitos creditórios do agronegócio e imobiliários e de títulos e valores mobiliários lastreados em direitos de crédito do agronegócio e imobiliários"
"27.137.879/0001-74",2023-01-01,"24147","24147","2414",NA,"Securitização de Recebíveis","2017-02-03","2017-06-14","CIA SEC CRED FIN CARTÕES CONSIG BMG","Privado",12,""
"27.157.474/0001-06",2023-01-01,"25615","25615","2561",NA,"Saneamento, Serv. Água e Gás","2017-02-21","2021-02-25","ÁGUAS DE TERESINA SANEAMENTO SPE S.A.","Privado",12,"Serviços públicos de abastecimento de água potável e esgotamento sanitário no Município de Teresina/PI."
"27.956.690/0001-03",2023-01-01,"24333","24333","2433",NA,"Securitização de Recebíveis","2017-04-07","2018-01-19","AUZZA SECURITIZADORA S. A.","Privado Holding",12,"Aquisição e securitização de recebíveis imobiliários, do agronegócio e financeiros."
"28.201.130/0001-01",2023-01-01,"24589","24589","2458",NA,"Emp. Adm. Part. - Energia Elétrica","2017-05-09","2018-10-29","Energisa Transmissão de Energia S/A","Privado",12,"Participação no capital de sociedades, na qualidade de sócia, quotista ou acionista, em especial naquelas que tenham como objetivo principal a exploração de serviço de transmissão de energia elétrica."
"28.442.718/0001-57",2022-01-01,"24368","24368","2436",NA,"Securitização de Recebíveis","2017-05-30","2018-04-06","RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS","Privado",12,"Securitização de Créditos Financeiros."
"27.967.244/0001-02",2023-01-01,"24481","24481","2448",NA,"Energia Elétrica","2017-06-02","2018-06-28","Equatorial Transmissora 8 SPE S.A.","Privado",12,"Explorar e operar a concessão de serviço público de transmissão de energia elétrica para a construção, montagem, operação e manutenção de instalações de transmissão"
"28.019.100/0001-89",2023-01-01,"25607","25607","2560",NA,"Serviços Transporte e Logística","2017-06-22","2021-02-19","VIAPAULISTA S.A.","Privado",12,"Concessionárias de rodovias, pontes, túneis e serviços relacionados"
"28.594.234/0001-23",2023-01-01,"26620","26620","2662","AURE","Energia Elétrica","2017-08-01","2022-02-25","Auren Energia S.A.","Privado",12,"Participação em empresas de geração, transmissão e comercialização de energia elétrica e a prestação de serviços correlatos."
"29.088.092/0001-95",2022-01-01,"24686","24686","2468",NA,"Securitização de Recebíveis","2017-09-01","2019-03-22","ROMAXIS SECURITIZADORA S.A.","Privado",12,""
"28.925.264/0001-75",2023-01-01,"24422","24422","2442",NA,"Energia Elétrica","2017-10-09","2018-04-27","COMPANHIA ENERGÉTICA JAGUARA","Privado",12,"A principal atividade da Companhia é a geração de energia elétrica mediante a operação da Usina Hidrelétrica Jaguara."
"28.942.127/0001-49",2023-01-01,"24430","24430","2443",NA,"Energia Elétrica","2017-10-09","2018-04-27","COMPANHIA ENERGÉTICA MIRANDA","Privado",12,"A principal atividade da Companhia é a geração de energia elétrica mediante a operação da Usina Hidrelétrica Miranda."
"30.545.324/0001-76",2022-01-01,"25216","25216","2521",NA,"Securitização de Recebíveis","2017-12-05","2020-10-26","COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-RECARG","Privado",12,"Trata-se de uma Companhia Securitizadora de Créditos financeiros"
"30.702.767/0001-23",2020-01-01,"24635","24635","2463",NA,"Securitização de Recebíveis","2018-01-02","2019-01-29","RHC SECURITIZADORA DE CRÉDITOS S/A","Privado",12,"Securitização de direitos creditórios comerciais,industriais,imobiliários,financeiros e doagronegócioemissão de valores mobiliariosprestação de serviços relacionados a atividade desecuritização."
"29.894.663/0001-89",2022-01-01,"24899","24899","2489",NA,"Securitização de Recebíveis","2018-01-19","2020-01-21","CONSIGNADOS I COMPANHIA SECURITIZADORA CRÉDITOS FINANCEIROS","Privado",12,"Aquisição e securitização de créditos exclusivamente oriundos de operações praticadas por bancos múltiplos, bancos comerciais, bancos de investimentos, créditos imobiliários,financiamento, etc"
"29.845.329/0001-35",2020-01-01,"24570","24570","2457",NA,"Securitização de Recebíveis","2018-02-02","2018-10-26","Copisec Securitizadora de Créditos Financeiros S.A.","Privado",12,"SECURITIZAÇÃO DE DIREITOS CREDITÓRIOS COMERCIAIS, INDUSTRIAIS, IMOBILIÁRIOS E DO AGRONEGÓCIO. EMISSÃO DE VALORES MOBILIÁRIOS. PRESTAÇÃO DE SERVIÇOS RELACIONADOS À ATIVIDADE DE SECURITIZAÇÃO."
"30.213.493/0001-09",2023-01-01,"25844","25844","2584","TEGA","Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","2018-02-15","2021-05-12","TEGRA INCORPORADORA S.A.","Privado",12,"A Companhia tem como foco de suas atividades a incorporação e construção de empreendimentos residenciais de médio e alto padrão."
"29.884.545/0001-90",2023-01-01,"27456","27456","2745",NA,"Serviços Transporte e Logística","2018-02-20","","EcoRioMinas Concessionária de Rodovias S.A.","Privado",12,"Descrição da AtividadeA realização, sob regime de concessão, da exploração da infraestrutura e da prestação de serviços públicos, conforme Edital de Concessão nº 01/2022 da Agência Nacional de Transp"
"30.219.233/0001-40",2022-01-01,"24511","24511","2451",NA,"Securitização de Recebíveis","2018-04-04","2018-08-28","COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-REBEL","Privado",12,"A aquisição e a securitização de créd. financeiros oriundos de opera. ativas vinculadas a empréstimos originados por meio de plataforma eletrônica, enquadradas nos termos da Res. CMN n° 2.686/00."
"30.418.658/0001-89",2022-01-01,"24520","24520","2452",NA,"Securitização de Recebíveis","2018-04-05","2018-08-28","COMPANHIA SECURITIZADORA DE CRÉD. FINANCEIROS VERT-NEXOOS","Privado",12,"Aquisição e securitização de créd. financeiros de opera. de empréstimos originados pela Nexoos do Brasil Tecnologia e Serviços Ltda. e grupo economico, enquadradas nos termos da Res. CMN nº 2.686/00."
"30.311.067/0001-08",2019-01-01,"24619","24619","2461",NA,"Securitização de Recebíveis","2018-04-09","2018-12-19","ESTTEIO COMPANHIA SECURITIZADORA DE CRÉDITOS","Privado",12,""
"30.788.149/0001-48",2022-01-01,"24562","24562","2456",NA,"Securitização de Recebíveis","2018-05-25","2018-10-10","GUARDIAN COMPANHIA SECURITIZADORA","Privado",12,""
"27.743.642/0002-18",2023-01-01,"27340","27340","2734",NA,"Construção Civil, Mat. Constr. e Decoração","2018-06-12","2023-11-01","Construtora Metrocasa S.A.","Privado",12,"Construção civil."
"31.001.230/0001-07",2023-01-01,"24597","24597","2459",NA,"Emp. Adm. Part. - Energia Elétrica","2018-06-26","2018-12-12","CELEO REDES TRANSMISSÃO DE ENERGIA S.A.","Privado Holding",12,"Holding"
"31.468.139/0001-98",2022-01-01,"24643","24643","2464",NA,"Securitização de Recebíveis","2018-08-01","2022-06-01","CASA DE PEDRA SECURITIZADORA DE CREDITO S/A","Privado",12,"AQUISIÇÃO E SECURITIZAÇÃO DE CREDITOS IMOBILIARIOS E DO AGRONEGOCIO. DISTRIBUIÇÃO DE CRI E CRA ATE O LIMITE DE R$ 100.000.000,00"
"31.907.982/0001-23",2022-01-01,"24732","24732","2473",NA,"Securitização de Recebíveis","2018-08-22","2019-06-03","FILADÉLFIA SECURITIZADORA S/A","Privado",12,""
"31.553.627/0001-01",2023-01-01,"25461","25461","2546","MBLY","Comércio (Atacado e Varejo)","2018-08-22","2021-02-03","MOBLY S.A.","Estrangeiro",12,"Intermediação, importação, exportação e comércio varejista de móveis e artigos domésticos em geral serviços de montagem comércio varejista de materiais de construção em geral e outros."
"31.594.055/0001-09",2020-01-01,"24651","24651","2465",NA,"Securitização de Recebíveis","2018-09-12","2019-02-27","CONTAGEM SECURITIZADORA DE CRÉDITOS S.A.","Privado",12,""
"31.910.308/0001-06",2019-01-01,"24678","24678","2467",NA,"Construção Civil, Mat. Constr. e Decoração","2018-10-01","2019-03-21","SLOT URBANISMO S/A","Privado",12,"Incorporação de empreendimentos imobiliários, residenciais ou não, provendo recursos financeiros, técnicos e materiais para a sua execução e posterior venda."
"31.701.408/0001-14",2022-01-01,"25810","25810","2581",NA,"Emp. Adm. Part. - Serviços médicos","2018-10-05","2021-05-11","Athena Saúde Brasil SA","Privado Holding",12,"Gestão de participações societárias e a participação em sociedades dos setores de assistência médica, saúde suplementar e outros, bem como administração de bens próprios, no País ou no exterior."
"31.748.174/0001-60",2023-01-01,"26409","26409","2640",NA,"Telecomunicações","2018-10-11","2021-11-26","Vero S.A.","Privado",12,"A Companhia tem por objeto a prestação de serviços de telecomunicações e internet em geral, entre outras atividades correlatas."
"32.372.085/0001-25",2022-01-01,"24724","24724","2472",NA,"Securitização de Recebíveis","2018-11-14","2019-05-23","COBUCCIO SECURITIZADORA DE CRÉDITOS S.A.","Privado",12,""
"32.021.201/0001-61",2023-01-01,"27227","27227","2722",NA,"Petróleo e Gás","2018-11-14","2023-06-30","ORIGEM ENERGIA S.A.","Privado",12,"Extração, exploração, produção, processamento e comercialização de petróleo e gás natural prestação de serv. apoio à extração de petróleo e gás natural geração e comercialização de energia elétrica."
